SEGMENTO;"Cooperativa de Crédito";
NOME DA INSTITUICAO;-;
CNPJ;-;
PAIS;Todos;
UF;-;
MUNICIPIO;-;
;
CNPJ;NOME DA INSTITUICAO;ENDERECO;COMPLEMENTO;BAIRRO;CEP;MUNICIPIO;UF;PAIS;DDD;FONE;SITE NA WEB;
7853842;"COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO";"RUA FELIPE SCHMIDT";"1882";"CENTRO";"89663000";"OURO";"SC";"Brasil";"49";"35553636";"https://www.sulcredi.com.br/ouro/";
1330387;"COOPERATIVA DE CRÉDITO RURAL DE PEQUENOS AGRICULTORES E DA REFORMA AGRÁRIA DO CENTRO OESTE DO PARANÁ - CREHNOR LARANJEIRAS";"RUA CORONEL GUILHERME DE PAULA, N° 1111";"COMERCIAL";"CENTRO";"85301220";"LARANJEIRAS DO SUL";"PR";"Brasil";"42";"36355127";"https://www.crehnor.com.br";
8253539;"COOPERATIVA DE CRÉDITO RURAL DE SÃO MIGUEL DO OESTE - SULCREDI/SÃO MIGUEL";"RUA PADRE AURELIO CANZI";"1833";"CENTRO";"89900000";"SAO MIGUEL D'OESTE";"SC";"Brasil";"49";"36211719";"https://www.sulcredi.coop.br";
8482873;"COOPERATIVA DE CRÉDITO RURAL DO AGRESTE ALAGOANO - COOPERAGRE";"RUA JOAQUIM TORRES, 01";-;"CENTRO";"57620000";"IGACI";"AL";"Brasil";"82";"34231190";-;
7564184;"COOPERATIVA DE CRÉDITO RURAL DO SERTÃO ALAGOANO ASCOOB COCREAL";"RUA ALDEMAR DE MENDONCA  235";-;"CENTRO";"57400000";"PAO DE ACUCAR";"AL";"Brasil";"82";"36241471";"https://www.sistemaascoob.com.br";
50334234;"COOPERATIVA DE CRÉDITO RURAL DOS AGROPECUARISTAS DA REGIÃO DE PORTO FELIZ";"RUA FRANCISCO MOREIRA JUNIOR, 156";-;"CENTRO";"18540000";"PORTO FELIZ";"SP";"Brasil";"15";"32616107";-;
49654502;"COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED";"RUA AMAZONAS, 361";-;"CENTRO";"15800050";"CATANDUVA";"SP";"Brasil";"17";"35316600";-;
52623311;"COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE IGARAPAVA";"AV CORONEL QUITO  134";-;"CENTRO";"14540000";"IGARAPAVA";"SP";"Brasil";"16";"31724499";-;
12272183;"COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DE ALAGOAS";"RUA SA E ALBUQUERQUE  544";-;"JARAGUA";"57022180";"MACEIO";"AL";"Brasil";"82";"32219292";"https://www.coplan.coop.br";
5425526;"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CONCÓRDIA - CRESOL CONCÓRDIA";"RUA 29 DE JULHO, 251";-;"CENTRO";"89700039";"CONCORDIA";"SC";"Brasil";-;-;"https://www.cresolcentral.com.br";
4565791;"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ARATIBA — CRESOL ARATIBA";"RUA SANTO GRANZOTTO,146";-;"CENTRO";"99770000";"ARATIBA";"RS";"Brasil";-;-;-;
2904138;"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ÁUREA - CRESOL ÁUREA";"RUA PORTO ALEGRE, 410";"SALA 2";-;"99835000";"AUREA";"RS";"Brasil";"54";"35271196";-;
5241145;"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE GETÚLIO VARGAS - CRESOL GETÚLIO VARGAS";"AVENIDA SEVERIANO DE ALMEIDA, 402";-;-;"99900000";"GETULIO VARGAS";"RS";"Brasil";-;-;-;
9463721;"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACINTO MACHADO - CRESOL JACINTO MACHADO";"RUA POOL JORGE ZACCA, Nº 135";-;"CENTRO";"88950000";"JACINTO MACHADO";"SC";"Brasil";"48";"36531310";"https://www.cresolcentral.com.br";
2904125;"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACUTINGA - CRESOL JACUTINGA";"AV. LUIZ PESSETTI, 110";-;"CENTRO";"99730000";"JACUTINGA";"RS";"Brasil";"54";"33681110";-;
5410056;"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JAGUARUNA – CRESOL JAGUARUNA";"AVENIDA DUQUE DE CAXIAS 398";-;"CENTRO";"88715000";"JAGUARUNA";"SC";"Brasil";"48";"36240512";"https://www.cresolcentral.com.br";
3015152;"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE SÃO VALENTIM - CRESOL SÃO VALENTIM";"AV.CASTELO BRANCO, 733";-;-;"99640000";"SAO VALENTIM";"RS";"Brasil";"54";"33731107";-;
5863726;"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA";"AVENIDA RIO BRANCO,129";-;"CENTRO";"99840000";"SANANDUVA";"RS";"Brasil";"54";"33433387";-;
71154256;"COOPERATIVA DE CRÉDITO SACRAMENTO LTDA - SICOOB SACRAMENTO";"AV  BENEDITO VALADARES  73";-;"CENTRO";"38190000";"SACRAMENTO";"MG";"Brasil";"34";"33511299";-;
6174009;"COOPERATIVA DE CRÉDITO SICOOB ALIANÇA";"RUA GALDINO GLUCK JUNIOR  280";"SALA 201";"CENTRO";"86800670";"APUCARANA";"PR";"Brasil";"43";"30479900";-;
68987;"COOPERATIVA DE CRÉDITO SICOOB ARACREDI LTDA - SICOOB ARACREDI";"RUA TERTULIANO GOULART";"269";"CENTRO";"38440146";"ARAGUARI";"MG";"Brasil";"34";"32492500";"https://www.sicoobaracredi.com.br";
4174720;"COOPERATIVA DE CRÉDITO SICOOB COOPEMAR LTDA";"RUA RUI BARBOSA  N  152";-;"CENTRO";"44630000";"MAIRI";"BA";"Brasil";"74";"36322217";-;
74026998;"COOPERATIVA DE CRÉDITO SICOOB COOPERBOM LTDA";"AV  ANTONIO CARLOS MAGALHAES  S N";"WALMART IGUATEMI";"PITUBA";"41800700";"SALVADOR";"BA";"Brasil";"71";"30371800";-;
62673470;"COOPERATIVA DE CRÉDITO SICOOB COOPMIL";"RUA VENCESLAU BRÁS, 175/179";-;"CENTRO";"01016000";"SAO PAULO";"SP";"Brasil";"11";"32921046";"https://www.coopmil.coop.br";
1205736;"COOPERATIVA DE CRÉDITO SICOOB COSTA DO DESCOBRIMENTO LTDA.";"PRACA DA INDEPENDENCIA  60";-;"CENTRO";"45836000";"ITAMARAJU";"BA";"Brasil";"73";"32948700";-;
4013172;"COOPERATIVA DE CRÉDITO SICOOB CRED-ACIF";"AVENIDA PAULO VI  472";-;"RESIDENCIAL PARAISO";"14403143";"FRANCA";"SP";"Brasil";"16";"37115800";"https://www.credacif.com.br";
2528151;"COOPERATIVA DE CRÉDITO SICOOB CREDCOOP LTDA.";"AVENIDA PRESIDENTE VARGAS, N°. 67";-;"ALTO MARON";"45005036";"VITORIA DA CONQUISTA";"BA";"Brasil";"77";"21013420";-;
3535065;"COOPERATIVA DE CRÉDITO SICOOB CREDMETAL";"RUA ERASMO BRAGA, 310";-;"PRESIDENTE ALTINO";"06213000";"OSASCO";"SP";"Brasil";"11";"36882423";"https://www.credmetal.com.br";
2935307;"COOPERATIVA DE CRéDITO SICOOB CREDSEGURO LTDA.";"RUA C -139, QUADRA 337, LOTE 02";"N. 1087";"JARDIM AMERICA";"74275070";"GOIANIA";"GO";"Brasil";"62";"32750200";"https://www.sicoobcredseguro.com.br";
4388688;"COOPERATIVA DE CRÉDITO SICOOB ENGECRED LTDA.";"AVENIDA REPÚBLICA DO LÍBANO, N° 2.397";"QD. D-7, LT 74";"SETOR OESTE";"74125125";"GOIANIA";"GO";"Brasil";"62";"39316400";"https://www.sicoobengecred.com.br";
24610065;"COOPERATIVA DE CRÉDITO SICOOB IPÊ - SICOOB IPÊ";"RUA MATO GROSSO  N   3 195";-;"SANTA FE";"79021151";"CAMPO GRANDE";"MS";"Brasil";"67";"33219454";"https://www.sicoobcocresul.com.br";
71506513;"COOPERATIVA DE CRÉDITO SICOOB ITAPAGIPE LTDA - SICOOB ITAPAGIPE";"AVENIDA 07";"575";"CENTRO";"38240000";"ITAPAGIPE";"MG";"Brasil";"34";"34249711";"https://www.sicoobitapagipe.com.br";
3459850;"COOPERATIVA DE CRÉDITO SICOOB METROPOLITANO";"AV  PEDRO TAQUES  294";"SOBRELOJA 2";"ZONA 03";"87030008";"MARINGA";"PR";"Brasil";"44";"30328000";-;
2876918;"COOPERATIVA DE CRÉDITO SICOOB NORTE SUL LTDA";"PRACA SIMOES FILHO  55   SALAS 101 102";"SHOPPING GAN";"CENTRO";"45450000";"GANDU";"BA";"Brasil";"73";"32541965";-;
5582619;"COOPERATIVA DE CRÉDITO SICOOB OURO VERDE";"AVENIDA PARANA 646";"1  ANDAR";"CENTRO";"86010390";"LONDRINA";"PR";"Brasil";"43";"33050505";-;
2057584;"COOPERATIVA DE CRÉDITO SICOOB SERTÃO LTDA";"PRACA HONORATO GONCALVES  N  84";-;"CENTRO";"44610000";"PINTADAS";"BA";"Brasil";"75";"36932280";-;
24431221;"COOPERATIVA DE CRÉDITO SICOOB TRANSAMAZÔNICA";"AVENIDA MARECHAL CASTELO BRANCO  52";-;"CENTRO";"68485000";"PACAJA";"PA";"Brasil";"94";"33223543";"https://www.sicoobunicoob.com.br";
1042487;"COOPERATIVA DE CRÉDITO SICOOB UNIDAS";"AV  ALMIRANTE BARROSO  2926";-;"SOUZA";"66613710";"BELEM";"PA";"Brasil";"91";"32589300";"https://www.sicoobunidas.coop.br/";
2466552;"COOPERATIVA DE CRÉDITO SICOOB VALE SUL";"AVENIDA ANTONIO DE PAIVA CANTELMO  N  590";-;"INDUSTRIAL";"85601270";"FRANCISCO BELTRAO";"PR";"Brasil";"46";"05240010";-;
26359745;"COOPERATIVA DE CRÉDITO SICOOBMAIS  LTDA. - SICOOBMAIS";"RUA HUM";"30";"CENTRO";"38910000";"IGUATAMA";"MG";"Brasil";"37";"33538500";-;
9343038;"COOPERATIVA DE CRÉDITO SICREDI ALTO SERTÃO PARAIBANO - SICREDI ALTO SERTÃO PARAIBANO";"RUA CEL  JOSE GOMES DE SA  16";-;"CENTRO";"58800050";"SOUSA";"PB";"Brasil";"83";"35222801";"https://www.sicredi.com.br/altosertaoparaibano/";
41255225;"COOPERATIVA DE CRÉDITO SICREDI CENTRO PERNAMBUCANA";"RUA  SALDANHA MARINHO  34";-;"MAURICIO DE NASSAU";"55012740";"CARUARU";"PE";"Brasil";"81";"21038892";"https://www.sicredinne.com.br/centropernambucana/";
4146333;"COOPERATIVA DE CRÉDITO SICREDI PERNAMBUCRED";"AVENIDA MONTEVIDEU  172";"EMPRESARIAL DES  PEDRO MARTINIANO LINS";"BOA VISTA";"50050250";"RECIFE";"PE";"Brasil";"81";"31179110";"https://www.sicredi.com.br/pernambucred/";
90608712;"COOPERATIVA DE CRÉDITO SICREDI SERRANA RS/ES";"AVENIDA VINTE E CINCO DE SETEMBRO, 777";-;"CENTRO";"95185000";"CARLOS BARBOSA";"RS";"Brasil";"54";"34618600";-;
5888589;"COOPERATIVA DE CRÉDITO SUL - SICOOB SUL";"RUA BENJAMIN LINS, 610";-;"BATEL";"80420100";"CURITIBA";"PR";"Brasil";"41";"33202590";"https://www.sicoobunicoob.com.br";
32467086;"COOPERATIVA DE CRÉDITO SUL DO ESPÍRITO SANTO - SICOOB SUL";"AV. DR. ARISTIDES CAMPOS, 355";-;"BASILEIA";"29302801";"CACHOEIRO DE ITAPEMIRIM";"ES";"Brasil";"28";"35263100";"https://www.sicoobes.com.br";
32474884;"COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO";"AV. GETULIO VARGAS, 683";-;"CENTRO";"29240000";"ALFREDO CHAVES";"ES";"Brasil";"27";"32691602";"https://www.sicoobes.com.br";
815319;"COOPERATIVA DE CRÉDITO SUL-SERRANA DO ESPÍRITO SANTO";"AVENIDA ANGELO ALTOÉ, 340";-;"SÃO PEDRO";"29375000";"VENDA NOVA DO IMIGRANTE";"ES";"Brasil";"28";"35463020";"https://www.sicoobes.com.br";
2447120;"COOPERATIVA DE CRÉDITO TEIXEIRA DE FREITAS LTDA. - SICOOB EXTREMO SUL";"RUA ANTONIO CHICON SOBRINHO  141";-;"CENTRO";"45985202";"TEIXEIRA DE FREITAS";"BA";"Brasil";"73";"33116600";-;
26072728;"COOPERATIVA DE CRÉDITO UNIÃO CENTRO OESTE LTDA. - SICOOB UNIÃO CENTRO OESTE";"RUA SAO GERALDO";"697";"CENTRO";"35588000";"ARCOS";"MG";"Brasil";"37";"33511931";"https://www.sicoobuniaocentrooeste.com.br";
65239402;"COOPERATIVA DE CRÉDITO UNIÃO DO CENTRO OESTE DE MINAS LTDA. - SICOOB CENTRO UNIÃO";"PRACA PRIMEIRO DE JANEIRO  25";-;"CENTRO";"35557000";"CARMO DO CAJURU";"MG";"Brasil";"37";"32441066";-;
977212;"COOPERATIVA DE CRÉDITO UNICOPER";"AV. DAS NAÇÕES UNIDAS, 14261";"ALA A1 - 13º. ANDAR - UNICOPER";"VILA GERTRUDES";"04794000";"SAO PAULO";"SP";"Brasil";"11";"971188986";-;
184068;"COOPERATIVA DE CRÉDITO UNICRED CENTRAL MULTIRREGIONAL LTDA. - UCM";"RUA PADRE MARINHO 37";"11  ANDAR";"SANTA EFIGENIA";"30140040";"BELO HORIZONTE";"MG";"Brasil";"31";"35161400";"https://www.unicred.com.br/multirregional";
75847;"COOPERATIVA DE CRÉDITO UNICRED CENTRO-SUL LTDA - UNICRED CENTRO-SUL";"RUA ANTONIO DE LUCCA  191";-;"CENTRO";"88811503";"CRICIUMA";"SC";"Brasil";"48";"34310950";"https://www.unicred.com.br/sulcatarinense/";
4355489;"COOPERATIVA DE CRÉDITO UNICRED COOMARCA LTDA. - COOMARCA";"RUA EMILIO BLUM  131";"TORRE B  9  ANDAR";"CENTRO";"88020010";"FLORIANOPOLIS";"SC";"Brasil";"48";"30847124";"https://www.unicred.com.br/coomarca/";
1039011;"COOPERATIVA DE CRÉDITO UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA";"RUA MARECHAL DEODORO DA FONSECA - E, 413";-;"CENTRO";"89802140";"CHAPECO";"SC";"Brasil";"49";"20490600";"https://www.unicred.com.br/desbravadorasul";
1796302;"COOPERATIVA DE CRÉDITO UNICRED REGIÃO DOS VALES LTDA. - UNICRED REGIÃO DOS VALES";"RUA BAGE  55";-;"BOA VISTA";"93410220";"NOVO HAMBURGO";"RS";"Brasil";"51";"35841200";"https://www.unicred.com.br/regiaodosvales";
74114042;"COOPERATIVA DE CRÉDITO UNICRED UNIÃO LTDA - UNICRED UNIÃO";"RUA CAMBORIU 519";-;"CENTRO";"88301451";"ITAJAI";"SC";"Brasil";"47";"33903800";"https://www.unicred.com.br/uniao/";
73443863;"COOPERATIVA DE CRÉDITO UNICRED VALE EUROPEU SANTA CATARINA LTDA - UNICRED VALE EUROPEU";"ALAMEDA RIO BRANCO, 264";"SALAS 501 E 601, 5° E 6° ANDAR";"CENTRO";"89010016";"BLUMENAU";"SC";"Brasil";"47";"30390202";"https://www.unicred.com.br/valeeuropeu";
74064502;"COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA – UNICRED VALOR CAPITAL";"RUA TENENTE SILVEIRA, 315";-;"CENTRO";"88010301";"FLORIANOPOLIS";"SC";"Brasil";"48";"32215900";"https://www.unicred.com.br/florianopolis/";
707903;"COOPERATIVA DE CRÉDITO VALE DO CANOAS - SICOOB/SC CREDICANOAS";"AV. 26 DE ABRIL, 997";"SALA";"CENTRO";"89636000";"ABDON BATISTA";"SC";"Brasil";"49";"35451206";-;
86389236;"COOPERATIVA DE CRÉDITO, INVESTIMENTO E SERVIÇOS FINANCEIROS SICOOB UNI SUDESTE";"RUA VINTE E DOIS DE MAIO, 57";-;"CENTRO";"36500060";"UBA";"MG";"Brasil";"31";"38916456";"https://www.unisicoob.com.br/unisaudesudeste";
25626490;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO RIO GRANDE MG - SICREDI CREDIGRANDE MG";"RUA DR MELO VIANA, 12";"SALÃO";"CENTRO";"37200010";"LAVRAS";"MG";"Brasil";"35";"34098231";-;
87733770;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC/MG";"AVENIDA DO COMERCIO, 618";-;"CENTRO";"98360000";"RODEIO BONITO";"RS";"Brasil";"55";"37981333";-;
4853988;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BANDEIRANTES – SICREDI BANDEIRANTES SP";"RUA AQUIDABAN 1090";"ESQUINA COM A RUA PADRE TEIXEIRA, PISO SUPERIOR";"CENTRO";"13560120";"SAO CARLOS";"SP";"Brasil";"16";"33733997";-;
87900601;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BOTUCARAÍ – SICREDI BOTUCARAÍ RS/MG";"LARGO DA MATRIZ, N.33";-;"CENTRO";"99300000";"SOLEDADE";"RS";"Brasil";"51";"37722529";-;
95213211;"COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO CAMINHO DAS ÁGUAS RS - SICREDI CAMINHO DAS ÁGUAS RS";"RUA CONCEIÇÃO, 364";"SALA 03";"CENTRO";"95690000";"ROLANTE";"RS";"Brasil";"51";"35471066";-;
81466286;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP";"AV ERNESTO VILELA 1001";-;"NOVA RUSSIA";"84070000";"PONTA GROSSA";"PR";"Brasil";"42";"32209750";"https://www.sicredi.com.br";
3566655;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO CENTRO OESTE – SICREDI CELEIRO CENTRO OESTE";"R MINAS GERAIS, S/N";"1° E 2° PISO";"CENTRO";"79490000";"SAO GABRIEL DO OESTE";"MS";"Brasil";"67";"32952097";-;
87067757;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS";"AV. CONCÓRDIA, 577";-;"CENTRO";"96540000";"AGUDO";"RS";"Brasil";"55";"32651133";-;
78907607;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ";"PRAÇA CEL. JOSÉ DURSKI, 26";"3º ANDAR";"CENTRO";"84400000";"PRUDENTOPOLIS";"PR";"Brasil";"42";"34461748";-;
92555150;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC";"RUA 15 DE NOVEMBRO, 179";"SALA 301";"CENTRO";"99950000";"TAPEJARA";"RS";"Brasil";"54";"33431728";-;
4463602;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA";"AVENIDA RIO BRANCO, 1.153";-;"ALTO CAFEZAL";"17502000";"MARILIA";"SP";"Brasil";"14";"21057676";-;
89468565;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DA PRODUÇÃO -  SICREDI REGIÃO DA PRODUÇÃO RS/SC/MG";"AV. EXPEDICIONARIO, 1195";-;"CENTRO";"99560000";"SARANDI";"RS";"Brasil";"54";"33611446";-;
57647653;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DAS FLORES, DAS ÁGUAS E DOS VENTOS SP - SICREDI FORÇA DOS VENTOS SP";"AVENIDA LAURO DE CARVALHO";"872";"CENTRO";"13910025";"JAGUARIUNA";"SP";"Brasil";"19";"38029287";-;
89126130;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS";"R. HEITOR ALEXANDRE PERETTI, 385";-;"VILA AMAZONAS";"95960000";"ENCANTADO";"RS";"Brasil";"51";"37519100";-;
3662047;"COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO DAS CARREIRAS DO MINISTéRIO PúBLICO, TRIBUNAL DE CONTAS E SECRETARIA DA FAZENDA DO RIO GRANDE DO SUL – SICREDI MP RS";"AV. AURELIANO DE FIGUEIREDO PINTO, 501";"5º ANDAR";"PRAIA DE BELAS";"90050191";"PORTO ALEGRE";"RS";"Brasil";"51";"32545343";-;
95594941;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DAS REGIÕES CENTRO DO RS E MG – SICREDI REGIÃO CENTRO RS/MG";"AV HELVIO BASSO, 1666";-;"MEDIANEIRA";"97070805";"SANTA MARIA";"RS";"Brasil";"55";"32227900";-;
73113243;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ARARAQUARA E REGIÃO - SICREDI CENTRO NORTE SP";"AV JOSÉ BONIFACIO, 884";-;"CENTRO";"14801150";"ARARAQUARA";"SP";"Brasil";"16";"32360954";-;
3042597;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS";"RUA TELDO KASPER, 467";-;"CHÁCARA CACHOEIRA";"79040840";"CAMPO GRANDE";"MS";"Brasil";"67";"33127600";"https://www.sicredi.com.br";
87900411;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ESPUMOSO – SICREDI ESPUMOSO RS/MG";"AV ANGELO MACALOS,383";-;"CENTRO";"99400000";"ESPUMOSO";"RS";"Brasil";"54";"33833700";-;
89990501;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE IBIRAIARAS – SICREDI IBIRAIARAS RS/MG";"RUA LONGINO ZACARIAS GUADAGNIN, Nº 380";-;"CENTRO";"95305000";"IBIRAIARAS";"RS";"Brasil";"54";"33559200";-;
91159764;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI INTEGRAÇÃO RS/MG";"AV PIRAI 97";-;"SÃO CRISTOVAO";"95913148";"LAJEADO";"RS";"Brasil";"51";"37147600";-;
33021064;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU";"AV PARANA, 168";-;"CENTRO";"78640000";"CANARANA";"MT";"Brasil";"66";"34781116";"https://www.sicredi.com.br";
26408161;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS";"AV. WEIMAR GONCALVES TORRES,  2.047";"PRIMEIRO ANDAR";"CENTRO";"79800021";"DOURADOS";"MS";"Brasil";"67";"34243470";"https://www.sicredi.com.br";
6332931;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CERRADO DE GOIÁS - SICREDI CERRADO GO";"RUA 147  329";-;"SETOR MARISTA";"74170100";"GOIANIA";"GO";"Brasil";"64";"36126576";-;
33022690;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DE MATO GROSSO, ACRE E AMAZONAS - SICREDI BIOMAS";"AV CASTELO BRANCO, 194";-;"CENTRO";"78260000";"ARAPUTANGA";"MT";"Brasil";"65";"32611366";"https://www.sicredi.com.br";
3065046;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP";"AVENIDA ALBERTO ANDALO, 3787";"2º PAVIMENTO";"VILA SANTO ANTONIO";"15015000";"SAO JOSE DO RIO PRETO";"SP";"Brasil";"17";"32112770";-;
79063574;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP";"RUA 24 DE MAIO, 106-A";-;"VILA J MASCARO";"86430000";"SANTO ANTONIO DA PLATINA";"PR";"Brasil";"43";"35348650";-;
2843443;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC";"RUA EVARISTO DA VEIGA, 134";"4° ANDAR, SALAS 1 E 2, EDIF.  MARQUES TRADE CENTER";"GLORIA";"89216215";"JOINVILLE";"SC";"Brasil";"47";"30290244";-;
10736214;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL";"AV. KALED COSAC, S/N";"QUADRA 26, LOTE 19";"CENTRO";"73850000";"CRISTALINA";"GO";"Brasil";"61";"36122840";-;
8041950;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SISTEMA DE JUSTIÇA NO ESTADO DO CEARÁ - SICREDI COOPERJURIS";"RUA DES  FLORIANO BENEVIDES MAGALHAES  220";"SETOR B  TERREO DO FORUM CLOVIS BEVILAQUA";"EDSON QUEIROZ";"60811690";"FORTALEZA";"CE";"Brasil";"85";"32781899";"https://www.sicredi.com.br/cooperjuris/";
32995755;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA";"RUA NEFTES DE CARVALHO, 489-S";"1º PISO";"JARDIM DUAS PONTES";"78300000";"TANGARA DA SERRA";"MT";"Brasil";"65";"33112100";"https://www.sicredi.com.br";
3793242;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA – SICREDI SUL SC";"RUA ANTONIO CARDOSO DE AGUIAR, 195";-;"PROSPERA";"88813013";"CRICIUMA";"SC";"Brasil";"48";"34370809";-;
95424891;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS";"AV  ACESSO RUBEM GUILHERME KAEMPF  11";-;"GERMANIA";"96817000";"SANTA CRUZ DO SUL";"RS";"Brasil";"51";"37139100";"https://www.sicredi.com.br";
19962468;"COOPERATIVA DE CRéDITO, POUPANçA E INVESTIMENTO DOS ADVOGADOS E SERVENTUáRIOS DO PODER JUDICIáRIO NO ESTADO DO RIO GRANDE DO SUL - SICREDI COOABCRED RS";"AV BORGES DE MEDEIROS  2105";"SALAS 605 606 E 607";"PRAIA DE BELAS";"90110150";"PORTO ALEGRE";"RS";"Brasil";"51";"30840320";-;
6078926;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESCRIVÃES, NOTÁRIOS E REGISTRADORES NO ESTADO DO PARANÁ - SICREDI CREDENOREG PR";"AVENIDA CÂNDIDO DE ABREU, 526";"SALA 211, TORRE B";"CENTRO CÍVICO";"80530905";"CURITIBA";"PR";"Brasil";"41";"32546887";-;
4886317;"COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS INTEGRANTES DA MAGISTRATURA E DO MINISTÉRIO PÚBLICO NO ESTADO DO PARANÁ - SICREDI CREDJURIS";"RUA MATEUS LEME, 2018";-;"CENTRO CIVICO";"80530010";"CURITIBA";"PR";"Brasil";"41";"32521799";-;
